index,doggo,floofer,name,pupper,puppo,rating_denominator,rating_numerator,source,timestamp,tweet_id,stage,jpg_url,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,favorite_count,retweet_count
10.0,,,Koda,,,10.0,13.0,Twitter for iPhone,2017-07-26 00:31:25+00:00,890006608113172480,,https://pbs.twimg.com/media/DFnwSY4WAAAMliS.jpg,Samoyed,0.957979,True,Pomeranian,0.0138835,True,chow,0.00816748,True,29646.0,6977.0
11.0,,,Bruno,,,10.0,13.0,Twitter for iPhone,2017-07-25 16:11:53+00:00,889880896479866881,,https://pbs.twimg.com/media/DFl99B1WsAITKsg.jpg,French_bulldog,0.377417,True,Labrador_retriever,0.151317,True,muzzle,0.0829811,False,26897.0,4745.0
12.0,,,,,puppo,10.0,13.0,Twitter for iPhone,2017-07-25 01:55:32+00:00,889665388333682689,puppo,https://pbs.twimg.com/media/DFi579UWsAAatzw.jpg,Pembroke,0.966327,True,Cardigan,0.0273557,True,basenji,0.00463323,True,46472.0,9542.0
13.0,,,Ted,,,10.0,12.0,Twitter for iPhone,2017-07-25 00:10:02+00:00,889638837579907072,,https://pbs.twimg.com/media/DFihzFfXsAYGDPR.jpg,French_bulldog,0.99165,True,boxer,0.00212864,True,Staffordshire_bullterrier,0.00149818,True,26172.0,4296.0
14.0,,,Stuart,,puppo,10.0,13.0,Twitter for iPhone,2017-07-24 17:02:04+00:00,889531135344209921,puppo,https://pbs.twimg.com/media/DFg_2PVW0AEHN3p.jpg,golden_retriever,0.953442,True,Labrador_retriever,0.0138341,True,redbone,0.00795775,True,14609.0,2143.0
15.0,,,Oliver,,,10.0,13.0,Twitter for iPhone,2017-07-24 00:19:32+00:00,889278841981685760,,https://pbs.twimg.com/ext_tw_video_thumb/889278779352338437/pu/img/VlbFB3v8H8VwzVNY.jpg,whippet,0.626152,True,borzoi,0.194742,True,Saluki,0.0273507,True,24384.0,5113.0
16.0,,,Jim,,,10.0,12.0,Twitter for iPhone,2017-07-23 00:22:39+00:00,888917238123831296,,https://pbs.twimg.com/media/DFYRgsOUQAARGhO.jpg,golden_retriever,0.714719,True,Tibetan_mastiff,0.120184,True,Labrador_retriever,0.105506,True,28139.0,4292.0
17.0,,,Zeke,,,10.0,13.0,Twitter for iPhone,2017-07-22 16:56:37+00:00,888804989199671297,,https://pbs.twimg.com/media/DFWra-3VYAA2piG.jpg,golden_retriever,0.46976,True,Labrador_retriever,0.184172,True,English_setter,0.0734817,True,24706.0,4061.0
18.0,,,Ralphus,,,10.0,13.0,Twitter for iPhone,2017-07-22 00:23:06+00:00,888554962724278272,,https://pbs.twimg.com/media/DFTH_O-UQAACu20.jpg,Siberian_husky,0.700377,True,Eskimo_dog,0.166511,True,malamute,0.111411,True,19147.0,3353.0
19.0,,,Gerald,,,10.0,12.0,Twitter for iPhone,2017-07-20 16:49:33+00:00,888078434458587136,,https://pbs.twimg.com/media/DFMWn56WsAAkA7B.jpg,French_bulldog,0.995026,True,pug,0.000931908,True,bull_mastiff,0.000903211,True,21025.0,3309.0
20.0,,,Jeffrey,,,10.0,13.0,Twitter for iPhone,2017-07-19 16:06:48+00:00,887705289381826560,,https://pbs.twimg.com/media/DFHDQBbXgAEqY7t.jpg,basset,0.821664,True,redbone,0.0875815,True,Weimaraner,0.026236400000000003,True,29167.0,5124.0
21.0,,,such,,,10.0,14.0,Twitter for iPhone,2017-07-19 03:39:09+00:00,887517139158093824,,,,,,,,,,,,44743.0,11160.0
22.0,,,Canela,,,10.0,13.0,Twitter for iPhone,2017-07-19 00:47:34+00:00,887473957103951883,,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,0.809197,True,Rhodesian_ridgeback,0.05495,True,beagle,0.0389148,True,66556.0,17230.0
23.0,,,,,,10.0,13.0,Twitter for iPhone,2017-07-18 16:08:03+00:00,887343217045368832,,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,0.330741,True,sea_lion,0.275645,False,Weimaraner,0.134203,True,32525.0,9944.0
24.0,,,,,,10.0,12.0,Twitter for iPhone,2017-07-18 00:07:08+00:00,887101392804085760,,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,0.733942,True,Eskimo_dog,0.0350295,True,Staffordshire_bullterrier,0.029704700000000007,True,29546.0,5677.0
25.0,,,Maya,,,10.0,13.0,Twitter for iPhone,2017-07-17 16:17:36+00:00,886983233522544640,,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,0.793469,True,toy_terrier,0.143528,True,can_opener,0.0322529,False,33901.0,7344.0
26.0,,,Mingus,,,10.0,13.0,Twitter for iPhone,2017-07-16 23:58:41+00:00,886736880519319552,,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,0.309706,True,Great_Pyrenees,0.186136,True,Dandie_Dinmont,0.08634630000000001,True,11609.0,3084.0
27.0,,,Derek,,,10.0,13.0,Twitter for iPhone,2017-07-16 20:14:00+00:00,886680336477933568,,,,,,,,,,,,21675.0,4244.0
28.0,,,Roscoe,pupper,,10.0,12.0,Twitter for iPhone,2017-07-15 23:25:31+00:00,886366144734445568,pupper,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,0.999201,True,Chihuahua,0.000361178,True,Boston_bull,7.55616e-05,True,20444.0,3039.0
29.0,,,,,,10.0,12.0,Twitter for iPhone,2017-07-15 16:51:35+00:00,886267009285017600,,,,,,,,,,,,116.0,4.0
30.0,,,Waffles,,,10.0,13.0,Twitter for iPhone,2017-07-15 16:17:19+00:00,886258384151887873,,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,0.943575,True,shower_cap,0.0252856,False,Siamese_cat,0.00284892,False,27029.0,6012.0
31.0,,,,,,10.0,12.0,Twitter for iPhone,2017-07-15 02:45:48+00:00,886054160059072513,,,,,,,,,,,,0.0,104.0
32.0,,,Jimbo,,,10.0,12.0,Twitter for iPhone,2017-07-14 22:10:11+00:00,885984800019947520,,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,0.972494,True,Shih-Tzu,0.00663012,True,Bernese_mountain_dog,0.00623915,True,31497.0,6453.0
33.0,,,Maisey,,,10.0,13.0,Twitter for iPhone,2017-07-13 15:58:47+00:00,885528943205470208,,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,0.369275,True,Labrador_retriever,0.265835,True,kuvasz,0.134697,True,34750.0,6121.0
34.0,,,,,,10.0,14.0,Twitter for iPhone,2017-07-13 15:19:09+00:00,885518971528720385,,,,,,,,,,,,19755.0,3560.0
35.0,,,,,,10.0,13.0,Twitter for iPhone,2017-07-12 16:03:00+00:00,885167619883638784,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,0.8124819999999999,True,Siberian_husky,0.0717125,True,Eskimo_dog,0.0557697,True,21176.0,4176.0
36.0,,,Earl,,,10.0,12.0,Twitter for iPhone,2017-07-12 00:01:00+00:00,884925521741709313,,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,0.259916,True,American_Staffordshire_terrier,0.198451,True,Staffordshire_bullterrier,0.127725,True,74717.0,17308.0
37.0,,,Lola,,,10.0,13.0,Twitter for iPhone,2017-07-11 20:47:12+00:00,884876753390489601,,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,0.822103,True,Norwich_terrier,0.106075,True,Norfolk_terrier,0.0373485,True,26939.0,5336.0
38.0,,,Kevin,,,10.0,13.0,Twitter for iPhone,2017-07-11 00:00:02+00:00,884562892145688576,,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,0.5464060000000001,True,French_bulldog,0.404291,True,Brabancon_griffon,0.0440019,True,23476.0,4470.0
39.0,,,,,,10.0,14.0,Twitter for iPhone,2017-07-10 15:58:53+00:00,884441805382717440,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,0.993225,True,Cardigan,0.00321648,True,Chihuahua,0.00208089,True,26110.0,5415.0
40.0,,,,,,10.0,13.0,Twitter for iPhone,2017-07-10 03:08:17+00:00,884247878851493888,,,,,,,,,,,,70422.0,19506.0
41.0,doggo,,Yogi,,,10.0,12.0,Twitter for iPhone,2017-07-09 21:29:42+00:00,884162670584377345,doggo,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,0.707046,True,malinois,0.199396,True,Norwegian_elkhound,0.0491476,True,19672.0,2847.0
42.0,,,Noah,,,10.0,12.0,Twitter for iPhone,2017-07-09 00:00:04+00:00,883838122936631299,,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,0.610946,True,miniature_pinscher,0.299603,True,kelpie,0.0630203,True,21128.0,3282.0
43.0,,,Bella,,,10.0,13.5,Twitter for iPhone,2017-07-08 00:28:19+00:00,883482846933004288,,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,0.943082,True,Labrador_retriever,0.032409,True,kuvasz,0.00550072,True,44378.0,9433.0
44.0,,floofer,Grizzwald,,,10.0,13.0,Twitter for iPhone,2017-07-07 16:22:55+00:00,883360690899218434,floofer,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,0.987997,True,Tibetan_mastiff,0.00709872,True,Newfoundland,0.00214033,True,21930.0,3533.0
45.0,,,,,,10.0,13.0,Twitter for iPhone,2017-07-07 00:17:54+00:00,883117836046086144,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,0.949562,True,Labrador_retriever,0.045947900000000014,True,kuvasz,0.00247094,True,35901.0,6340.0
46.0,,,Rusty,,,10.0,13.0,Twitter for iPhone,2017-07-06 15:58:11+00:00,882992080364220416,,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,0.466778,True,Siberian_husky,0.406044,True,dingo,0.07341439999999999,False,23112.0,3733.0
47.0,,,Gus,pupper,,10.0,12.0,Twitter for iPhone,2017-07-06 00:46:41+00:00,882762694511734784,pupper,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,0.85005,True,Chesapeake_Bay_retriever,0.074257,True,flat-coated_retriever,0.015579399999999997,True,27331.0,4667.0
48.0,,,Stanley,,,10.0,13.0,Twitter for iPhone,2017-07-05 15:48:34+00:00,882627270321602560,,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,0.542982,True,Chihuahua,0.251988,True,Cardigan,0.107699,True,26985.0,5799.0
49.0,,,Alfy,,,10.0,13.0,Twitter for iPhone,2017-07-04 16:01:23+00:00,882268110199369728,,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,0.762211,True,Labrador_retriever,0.0989849,True,cocker_spaniel,0.0171995,True,43390.0,11045.0
50.0,,,Koko,,,10.0,13.0,Twitter for iPhone,2017-07-04 01:18:17+00:00,882045870035918850,,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web_site,0.949591,False,dhole,0.0173258,False,golden_retriever,0.00694063,True,28333.0,4703.0
51.0,,,Rey,,,10.0,12.0,Twitter for iPhone,2017-07-03 16:04:48+00:00,881906580714921986,,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,0.291539,True,Chesapeake_Bay_retriever,0.278966,True,koala,0.12701700000000002,False,23492.0,3244.0
52.0,,,Gary,,,10.0,13.0,Twitter for iPhone,2017-07-03 00:11:11+00:00,881666595344535552,,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,0.529012,True,Afghan_hound,0.25000300000000003,True,golden_retriever,0.16073900000000002,True,48934.0,10178.0
53.0,,,,,,10.0,17.0,Twitter for iPhone,2017-07-02 21:58:53+00:00,881633300179243008,,,,,,,,,,,,123.0,7.0
54.0,,,a,pupper,,10.0,14.0,Twitter for iPhone,2017-07-02 15:32:16+00:00,881536004380872706,pupper,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,0.281463,True,Angora,0.272066,False,Persian_cat,0.114854,False,47773.0,15214.0
55.0,,,Elliot,,,10.0,12.0,Twitter for iPhone,2017-07-01 21:49:04+00:00,881268444196462592,,,,,,,,,,,,22381.0,4978.0
56.0,,,Louis,,,10.0,13.0,Twitter for iPhone,2017-06-30 23:47:07+00:00,880935762899988482,,,,,,,,,,,,16475.0,2661.0
57.0,,,,,,10.0,12.0,Twitter for iPhone,2017-06-30 19:35:32+00:00,880872448815771648,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,0.791416,True,Norwich_terrier,0.0613929,True,Chihuahua,0.0337257,True,20571.0,3650.0
58.0,,,Bella,,,10.0,12.0,Twitter for iPhone,2017-06-29 16:39:47+00:00,880465832366813184,,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,0.913255,True,Labrador_retriever,0.0263286,True,cocker_spaniel,0.00937082,True,27550.0,5963.0
59.0,,,Jesse,,,10.0,12.0,Twitter for iPhone,2017-06-29 00:27:25+00:00,880221127280381952,,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,0.238525,True,meerkat,0.104256,False,clumber,0.0525803,True,26110.0,4023.0
60.0,,,,,,10.0,11.0,Twitter for iPhone,2017-06-28 16:09:20+00:00,880095782870896641,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,0.120298,True,Rhodesian_ridgeback,0.106395,True,beagle,0.106073,True,26712.0,4143.0
61.0,,,Romeo,,,10.0,13.0,Twitter for iPhone,2017-06-28 00:42:13+00:00,879862464715927552,,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,0.813507,True,beagle,0.146654,True,cocker_spaniel,0.00948502,True,21597.0,3331.0
62.0,,,,,,10.0,14.0,Twitter for iPhone,2017-06-27 12:14:36+00:00,879674319642796034,,,,,,,,,,,,302.0,10.0
63.0,,,Bailey,,,10.0,12.0,Twitter for iPhone,2017-06-27 00:10:17+00:00,879492040517615616,,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,0.479896,True,vizsla,0.124353,True,bath_towel,0.0733202,False,22680.0,3035.0
64.0,,,Duddles,,,10.0,13.0,Twitter for iPhone,2017-06-26 19:07:24+00:00,879415818425184262,,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,0.383404,True,Boston_bull,0.134967,True,Cardigan,0.110481,True,102368.0,42323.0
65.0,,,Jack,,,10.0,12.0,Twitter for iPhone,2017-06-26 16:31:08+00:00,879376492567855104,,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,0.663601,False,Labrador_retriever,0.0334961,True,Pembroke,0.0188266,True,16255.0,2974.0
66.0,,,Steven,,,10.0,11.0,Twitter for iPhone,2017-06-25 18:56:45+00:00,879050749262655488,,,,,,,,,,,,21781.0,4484.0
67.0,,,Beau,,,10.0,13.0,Twitter for iPhone,2017-06-25 16:07:47+00:00,879008229531029506,,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,0.960513,True,miniature_pinscher,0.00943065,True,American_Staffordshire_terrier,0.0087113,True,18344.0,2570.0
68.0,,,Snoopy,,puppo,10.0,13.0,Twitter for iPhone,2017-06-25 00:45:22+00:00,878776093423087618,puppo,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,0.734684,True,whippet,0.15048699999999998,True,Ibizan_hound,0.0397246,True,18762.0,3934.0
69.0,,,,,,10.0,13.0,Twitter for iPhone,2017-06-24 13:24:20+00:00,878604707211726852,,,,,,,,,,,,29217.0,6849.0
70.0,,,Shadow,,,10.0,13.0,Twitter for iPhone,2017-06-23 16:00:04+00:00,878281511006478336,,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,0.32042,True,collie,0.215975,True,Appenzeller,0.12850699999999998,True,7480.0,1229.0
71.0,,,Emmy,,,10.0,14.0,Twitter for iPhone,2017-06-23 01:10:23+00:00,878057613040115712,,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,0.839097,True,Boston_bull,0.07879939999999999,True,toy_terrier,0.0152434,True,40688.0,6493.0
72.0,,,Aja,,,10.0,13.0,Twitter for iPhone,2017-06-22 03:54:17+00:00,877736472329191424,,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,0.8379559999999999,True,Labrador_retriever,0.0620342,True,Weimaraner,0.0405991,True,77038.0,18214.0
73.0,,,,pupper,,10.0,14.0,Twitter for iPhone,2017-06-21 19:36:23+00:00,877611172832227328,pupper,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,Irish_setter,0.364729,True,golden_retriever,0.202907,True,Irish_terrier,0.107473,True,0.0,78.0
74.0,,,Penny,,,10.0,12.0,Twitter for iPhone,2017-06-21 15:58:08+00:00,877556246731214848,,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,0.995368,True,Welsh_springer_spaniel,0.00193621,True,bathtub,0.000467919,False,21976.0,3652.0
75.0,,,Dante,,,10.0,13.0,Twitter for iPhone,2017-06-21 00:06:44+00:00,877316821321428993,,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,0.5099670000000001,True,Italian_greyhound,0.0904973,True,golden_retriever,0.0794058,True,26513.0,4961.0
76.0,,,Nelly,,,10.0,12.0,Twitter for iPhone,2017-06-20 16:29:50+00:00,877201837425926144,,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,0.93112,True,Cardigan,0.0686982,True,basenji,8.17379e-05,True,26245.0,5347.0
77.0,,,Ginger,pupper,,10.0,12.0,Twitter for iPhone,2017-06-19 16:24:33+00:00,876838120628539392,pupper,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,0.575751,True,redbone,0.24097,True,Tibetan_mastiff,0.08893480000000001,True,20029.0,3194.0
78.0,,,,,,10.0,14.0,Twitter for iPhone,2017-06-18 20:30:39+00:00,876537666061221889,,,,,,,,,,,,22811.0,4456.0
79.0,,,Benedict,,,10.0,13.0,Twitter for iPhone,2017-06-18 16:57:37+00:00,876484053909872640,,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,0.874566,True,Irish_terrier,0.0373542,True,chow,0.016723599999999998,True,18174.0,2290.0
80.0,,,Venti,,,10.0,13.0,Twitter for iPhone,2017-06-17 16:52:05+00:00,876120275196170240,,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,0.534327,True,Saint_Bernard,0.346312,True,Greater_Swiss_Mountain_dog,0.0949327,True,27042.0,4475.0
81.0,,,Goose,,,10.0,13.0,Twitter for iPhone,2017-06-16 16:11:53+00:00,875747767867523072,,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,0.799551,True,Chesapeake_Bay_retriever,0.179975,True,vizsla,0.0046176,True,24377.0,4109.0
82.0,,,Nugget,,,10.0,13.0,Twitter for iPhone,2017-06-15 00:13:52+00:00,875144289856114688,,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,0.245048,True,Pembroke,0.223716,True,dingo,0.160753,False,21244.0,4728.0
83.0,,,,,,10.0,13.0,Twitter for iPhone,2017-06-14 21:06:43+00:00,875097192612077568,,,,,,,,,,,,26558.0,5815.0
84.0,,,,,,10.0,12.0,Twitter for iPhone,2017-06-14 16:04:48+00:00,875021211251597312,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,0.7143189999999999,True,Siberian_husky,0.0919133,True,Great_Pyrenees,0.0460382,True,24669.0,4530.0
85.0,,,Cash,,,10.0,12.0,Twitter for iPhone,2017-06-13 17:29:20+00:00,874680097055178752,,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,0.836052,True,Staffordshire_bullterrier,0.0470691,True,beagle,0.0360071,True,26971.0,4454.0
86.0,,,Jed,pupper,,10.0,13.0,Twitter for iPhone,2017-06-12 16:06:11+00:00,874296783580663808,pupper,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,0.437216,True,miniature_poodle,0.277191,True,toy_poodle,0.157402,True,25238.0,3949.0
87.0,,,,,,10.0,12.0,Twitter for iPhone,2017-06-12 00:15:36+00:00,874057562936811520,,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,0.8321770000000001,True,black-and-tan_coonhound,0.040436900000000005,True,Newfoundland,0.0282283,True,22012.0,3795.0
88.0,,,Sebastian,,puppo,10.0,13.0,Twitter for iPhone,2017-06-11 21:18:31+00:00,874012996292530176,puppo,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,0.806674,True,Pembroke,0.116622,True,kelpie,0.0491819,True,33461.0,9963.0
89.0,,,,,,10.0,13.0,Twitter for iPhone,2017-06-10 16:39:04+00:00,873580283840344065,,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,0.678537,True,Tibetan_mastiff,0.244022,True,chow,0.0485295,True,23478.0,3785.0
90.0,,,Sierra,pupper,,10.0,12.0,Twitter for iPhone,2017-06-09 16:22:42+00:00,873213775632977920,pupper,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,0.6197819999999999,True,bloodhound,0.338069,True,Chesapeake_Bay_retriever,0.0126763,True,6991.0,1526.0
91.0,doggo,,,,,10.0,12.0,Twitter for iPhone,2017-06-09 00:02:31+00:00,872967104147763200,doggo,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,0.476913,True,Chesapeake_Bay_retriever,0.174145,True,German_short-haired_pointer,0.0928614,True,26484.0,5205.0
92.0,,,,,,10.0,13.0,Twitter for iPhone,2017-06-08 14:20:41+00:00,872820683541237760,,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,0.99912,True,French_bulldog,0.00055192,True,bull_mastiff,7.28904e-05,True,14278.0,3563.0
93.0,,,,,,10.0,14.0,Twitter for iPhone,2017-06-08 04:17:07+00:00,872668790621863937,,,,,,,,,,,,,
94.0,,,Monkey,,,10.0,13.0,Twitter for iPhone,2017-06-08 01:06:27+00:00,872620804844003328,,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,0.513191,True,Sussex_spaniel,0.159088,True,standard_poodle,0.149509,True,20162.0,3535.0
95.0,,,,,,10.0,12.0,Twitter for iPhone,2017-06-07 16:14:40+00:00,872486979161796608,,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,0.931861,True,Cardigan,0.0377212,True,Chihuahua,0.0119667,True,39565.0,8685.0
96.0,,,Harry,,,10.0,13.0,Twitter for iPhone,2017-06-07 01:19:32+00:00,872261713294495745,,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador_retriever,0.972019,True,flat-coated_retriever,0.00817828,True,Chesapeake_Bay_retriever,0.00735927,True,,
97.0,,,Kody,,,10.0,12.0,Twitter for iPhone,2017-06-06 16:07:15+00:00,872122724285648897,,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,basketball,0.808396,False,pug,0.06673630000000001,True,dalmatian,0.0545698,True,33411.0,7840.0
98.0,,,Lassie,,,10.0,13.0,Twitter for iPhone,2017-06-06 00:01:46+00:00,871879754684805121,,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,0.969171,True,collie,0.0182607,True,Pomeranian,0.00851534,True,36763.0,10714.0
99.0,,,Rover,pupper,,10.0,12.0,Twitter for iPhone,2017-06-05 16:15:56+00:00,871762521631449091,pupper,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,0.921393,True,golden_retriever,0.064608,True,bloodhound,0.00338337,True,19703.0,3360.0
100.0,doggo,,Napolean,,,10.0,12.0,Twitter for iPhone,2017-06-04 23:56:03+00:00,871515927908634625,doggo,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,0.974781,True,briard,0.0200413,True,swab,0.00322824,False,19617.0,3340.0
101.0,doggo,,,,,10.0,14.0,Twitter for iPhone,2017-06-03 20:33:19+00:00,871102520638267392,doggo,,,,,,,,,,,20370.0,5332.0
